"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"BLACAT1",7.83101579423358,2.11652226982953,0.136650920042768,15.4885328921833,4.14644870008976e-54,5.27778693906434e-53
"BLM",66.3211935011817,1.73582620864476,0.0747980845494929,23.2068270076647,3.88502747565321e-119,2.02392412789997e-117
"BLNK",299.642795588854,1.31149523088964,0.0559582729013885,23.4370212461845,1.79300551295905e-121,9.64784336288104e-120
"BMPER",34.360864423504,1.96418102236027,0.16296799872747,12.0525565613956,1.88026120827918e-33,1.22444453286242e-32
"BRCA2",126.6582730649,1.33164609448556,0.0957001819962505,13.9147707633172,5.15248660638266e-44,4.77784877003567e-43
"BRE-AS1",8.16797163766531,1.9522602486554,0.159003664600368,12.278083360922,1.18778899880256e-34,8.09163230540491e-34
"BRINP1",21.5289321863626,2.41814010323146,0.174115741799118,13.8881187780329,7.47734960994972e-44,6.89460780936209e-43
"BRIP1",124.575749269314,1.20306763765248,0.0827750920804459,14.5341745616334,7.35953043481783e-48,7.80881565315084e-47
"BUB1",186.438702573243,1.75243771384076,0.0714165296468175,24.5382647757774,5.77142631316735e-133,3.77836042635356e-131
"BUB1B",180.020965923581,1.46597465883133,0.0694373045651534,21.1122057230174,6.1437492118282e-99,2.22625893948904e-97
"BZW1",5205.3799454645,1.13942611202232,0.069256637899878,16.4522296573153,8.08367845017645e-61,1.25504699416178e-59
"C10orf99",1632.34125494855,5.44256195487585,0.121419420049533,44.8244766171306,0,0
"C11orf82",93.058660562647,1.49008880107934,0.0768802254828782,19.3819514929908,1.09610472468606e-83,2.93690270025022e-82
"C11orf87",8.03755194606242,1.01876668965369,0.179107732655552,5.68801064336468,1.28527813936192e-08,2.73516769499058e-08
"C12orf5",375.903272540567,1.71740748726634,0.0839083484601876,20.4676592828091,4.18231537763087e-93,1.36901123361117e-91
"C12orf54",7.28569988983793,1.00514253108097,0.147591110137181,6.8103189287398,9.73826131556717e-12,2.47841716000699e-11
"C12orf56",45.7699184943864,2.39944413741142,0.111192126430249,21.57926297881,2.81316168457795e-103,1.09623998978395e-101
"C12orf74",4.04290069457699,5.33912311669523,0.286468380636284,18.6377397213484,1.58810728820211e-77,3.68681171871033e-76
"C12orf75",457.609608521304,1.24161182523517,0.0750895558083982,16.5350801701813,2.05105098569715e-61,3.24075956227611e-60
"C15orf48",539.796682073419,1.42473438739282,0.0995346269892137,14.3139571673607,1.79029503018749e-46,1.8180658941511e-45
"C16orf59",24.7850955787448,1.36766132600456,0.0999080098733087,13.6892059779678,1.17789365762429e-42,1.03276033195272e-41
"C17orf96",228.744127046004,2.33701401991476,0.0874896913937551,26.7118786531869,3.4257919781453e-157,3.08635570875108e-155
"C19orf59",2.71156450825949,1.42916967492101,0.250393929162425,5.70768500538981,1.14523111292317e-08,2.44508523293956e-08
"C20orf24",1235.82391301869,1.37581498458701,0.0526172679907428,26.1475944518645,1.04960118075095e-150,8.58923632914526e-149
"C2CD4A",8.0353219080423,1.57576059838799,0.164350017393654,9.58783347502602,8.99539888390686e-22,3.72092742375591e-21
"C3orf36",3.20315415957147,1.13317935165993,0.17685440905684,6.40741363307336,1.48008878542281e-10,3.54715603974422e-10
"C3orf79",2.28656077352034,1.14825307953113,0.233128477650805,4.92540890371644,8.41841234309846e-07,1.5910086452892e-06
"C6orf10",0.832252665126037,1.82813801872518,0.491146740999291,3.72218293662223,0.000197507840405233,0.000312298042473133
"C6orf223",9.51629015096409,2.74586563314875,0.159523957415432,17.2128730858774,2.12616561173161e-66,3.87005492255874e-65
"C7orf57",6.71055837236392,2.51840084809685,0.154622783921009,16.2873852367282,1.2130581613692e-59,1.80899485871611e-58
"C8orf74",3.80927289060378,1.22003536335399,0.159356591684784,7.6560081415853,1.91801570547869e-14,5.65613039873896e-14
"C9orf169",750.32625029872,1.6562243681191,0.115013514426747,14.4002587554523,5.15501575335517e-47,5.31467240923337e-46
"C9orf84",36.4461113333006,2.46471175484746,0.117847088545942,20.9144899993571,3.95231407232811e-97,1.39862069154097e-95
"CACNA2D3",42.8954440558234,1.11847038807528,0.0739318419270191,15.1283987916784,1.0522461872479e-51,1.24644843893539e-50
"CACNB4",354.399300894996,1.78310792261152,0.0984063469226509,18.1198467209953,2.22213205781455e-73,4.74893075250031e-72
"CALCA",0.984830353697783,2.5465423982961,0.419784732314723,6.06630542338757,1.3088612189545e-09,2.96836424252499e-09
"CALML3",19942.7548008123,1.62108834096415,0.113793391306943,14.2458918074731,4.75439521867921e-46,4.73031013651771e-45
"CAMK2N2",5.9197058242674,1.49697124677253,0.148671162285918,10.0690088363849,7.57374666906083e-24,3.41793163098242e-23
"CAMP",9.7730458407791,2.78107620303437,0.171249246449731,16.2399325000869,2.63213620145132e-59,3.87810615127562e-58
"CARD11",103.71181252301,1.02911207174338,0.0922955264555122,11.1501836683215,7.14587157767647e-29,3.95449190717289e-28
"CARD14",579.643576455362,1.34335205914465,0.0876254846805551,15.3306091719999,4.77487536069868e-53,5.89802214365548e-52
"CARD17",30.4710114306755,1.72178650798049,0.123595819342147,13.9307827493268,4.1181730952423e-44,3.83321893794117e-43
"CARD6",396.654939212296,1.87472142601154,0.0785572087372775,23.8644098504219,7.17616512623815e-126,4.25800250994916e-124
"CARHSP1",1919.558912004,1.73018430886036,0.0752499945726027,22.9924841681024,5.54252569204313e-117,2.77691848448283e-115
"CASC5",127.577861902873,1.74583052883683,0.0954471131593153,18.2910773416769,9.74695707628873e-75,2.1388853293666e-73
